period;Rank;Team;Rating;Average_Rank;Average_Rating;One_Year_Rank_Change;One_Year_Rating_Change;Matches_Total;Matches_Home;Matches_Away;Matches_Neutral;Matches_Wins;Matches_Losses;Matches_Draws;Goals_For;Goals_Against
2026-06-02;138;Malaysia;1293;122;1288;12,0;29,0;929;390;241;298;362;356;211;1513;1348
2026-06-02;139;Guyana;1292;104;1293;9,0;24,0;456;179;194;83;142;224;90;589;790
2026-06-02;140;Kyrgyzstan;1291;155;1203;-10,0;-31,0;190;47;74;69;55;105;30;208;337
2026-06-02;141;Lithuania;1290;92;1318;-3,0;0,0;416;169;206;41;106;229;81;414;757
2026-06-02;142;New Caledonia;1286;103;1357;0,0;1,0;285;87;71;127;141;110;34;739;419
2026-06-02;143;Burundi;1285;125;1285;1,0;4,0;241;52;89;100;74;112;55;274;334
2026-06-02;143;Ethiopia;1285;99;1394;2,0;6,0;472;214;163;95;170;199;103;655;690
2026-06-02;145;Tajikistan;1284;123;1334;-4,0;-5,0;210;55;84;71;79;86;45;301;295
2026-06-02;145;Dominican Republic;1284;167;1060;-7,0;-6,0;189;86;63;40;69;88;32;299;303
2026-06-02;147;Botswana;1267;150;1167;-24,0;-78,0;368;166;136;66;98;166;104;311;490
2026-06-02;148;Moldova;1262;109;1391;-18,0;-60,0;300;114;145;41;60;172;68;244;520
2026-06-02;149;Guinea-Bissau;1248;126;1282;-6,0;-34,0;215;66;64;85;58;104;53;215;320
2026-06-02;150;Malawi;1241;115;1327;-5,0;-38,0;698;306;243;149;232;264;202;816;900
2026-06-02;151;Cuba;1239;84;1438;2,0;-8,0;485;103;212;170;185;189;111;678;684
2026-06-02;152;Central African Republic;1238;124;1295;-3,0;-28,0;162;32;67;63;36;93;33;180;322
2026-06-02;153;Malta;1236;118;1322;-1,0;-19,0;455;246;183;26;65;314;76;296;1020
2026-06-02;154;French Guiana;1223;125;1246;3,0;0,0;190;66;67;57;57;92;41;280;328
2026-06-02;155;Mayotte;1216;157;1202;4,0;0,0;41;2;11;28;13;17;11;55;59
2026-06-02;156;Turkmenistan;1209;117;1358;4,0;-6,0;187;42;76;69;71;82;34;288;281
2026-06-02;157;Congo;1207;83;1471;0,0;-16,0;474;180;188;106;173;186;115;679;662
2026-06-02;158;Lesotho;1205;151;1179;-4,0;-32,0;352;113;147;92;70;179;103;279;575
2026-06-02;159;Eritrea;1201;164;1158;6,0;62,0;86;20;28;38;17;50;19;61;137
2026-06-02;160;Tahiti;1176;103;1386;1,0;0,0;254;58;71;125;136;82;36;693;383
2026-06-02;161;Philippines;1167;135;1068;8,0;38,0;395;108;127;160;97;238;60;422;1021
2026-06-02;162;Yemen;1151;144;1212;10,0;42,0;294;56;87;151;65;173;56;302;573
2026-06-02;163;Eswatini;1149;153;1168;-7,0;-75,0;324;123;131;70;71;158;95;297;542
2026-06-02;164;St Vincent & Grenadines;1141;110;1322;-1,0;-10,0;365;138;135;92;131;150;84;566;648
2026-06-02;165;Singapore;1139;134;1227;13,0;80,0;771;321;185;265;242;372;157;1035;1394
2026-06-02;166;Puerto Rico;1138;169;936;5,0;16,0;195;73;67;55;46;120;29;229;488
2026-06-02;167;Papua New Guinea;1135;165;1091;6,0;31,0;165;30;43;92;54;80;31;352;356
2026-06-02;168;India;1128;110;1341;-6,0;-34,0;610;177;170;263;220;262;128;836;997
2026-06-02;169;Hong Kong;1120;123;1287;-3,0;-18,0;512;182;151;179;177;233;102;814;871
2026-06-02;170;Bermuda;1119;128;1283;-2,0;-11,0;235;106;82;47;79;111;45;375;414
2026-06-02;171;Vanuatu;1114;156;1104;10,0;69,0;225;52;51;122;70;124;31;400;482
2026-06-02;172;South Sudan;1109;178;1087;-5,0;-24,0;81;18;29;34;13;52;16;55;145
2026-06-02;173;Fiji;1108;129;1246;-18,0;-119,0;286;106;63;117;126;105;55;644;459
2026-06-02;174;Grenada;1098;101;1370;1,0;25,0;310;115;116;79;103;129;78;490;561
2026-06-02;175;Andorra;1076;182;1050;1,0;10,0;229;91;105;33;14;183;32;75;540
2026-06-02;176;Mauritius;1073;108;1335;6,0;29,0;359;124;151;84;100;174;85;450;572
2026-06-02;176;Chad;1073;135;1244;-12,0;-76,0;182;45;59;78;35;105;42;165;340
2026-06-02;176;Belize;1073;139;1114;-2,0;-15,0;129;44;44;41;32;74;23;138;245
2026-06-02;179;Solomon Islands;1054;147;1183;-9,0;-72,0;223;59;62;102;94;92;37;480;428
2026-06-02;180;Saint Martin;1042;187;982;3,0;-1,0;86;18;36;32;33;44;9;136;191
2026-06-02;181;Sao Tome and Principe;1035;174;1056;3,0;-3,0;82;24;36;22;11;60;11;59;213
2026-06-02;182;Saint Kitts and Nevis;1029;138;1174;-3,0;-26,0;252;121;80;51;104;101;47;431;396
2026-06-02;183;Afghanistan;1023;167;920;-6,0;-38,0;166;8;67;91;38;90;38;153;336
2026-06-02;184;Somaliland;1005;188;1004;2,0;0,0;2;0;0;2;1;0;1;4;3
2026-06-02;185;Saint Lucia;1003;126;1241;0,0;-31,0;264;89;108;67;90;132;42;361;485
2026-06-02;186;Gibraltar;1002;178;1082;-6,0;-50,0;116;39;49;28;16;85;15;62;343
2026-06-02;187;Western Sahara;996;189;996;0,0;0,0;1;0;1;0;0;1;0;0;6
2026-06-02;188;Myanmar;982;125;1244;5,0;40,0;552;119;138;295;218;230;104;892;952
2026-06-02;189;Aruba;979;125;1199;10,0;66,0;207;83;80;44;52;111;44;298;467
2026-06-02;189;Somalia;979;166;1072;11,0;68,0;150;10;48;92;15;112;23;78;375
2026-06-02;191;Sint Maarten;975;187;909;3,0;43,0;75;16;25;34;23;39;13;107;194
2026-06-02;192;Montserrat;971;191;642;-2,0;21,0;74;15;26;33;18;48;8;76;235
2026-06-02;193;Greenland;946;185;975;-1,0;0,0;22;2;7;13;5;16;1;35;50
2026-06-02;194;Djibouti;940;178;872;1,0;11,0;121;28;40;53;11;99;11;83;424
2026-06-02;195;Dominica;934;132;1196;-7,0;-36,0;246;69;97;80;60;132;54;288;488
2026-06-02;196;Bangladesh;932;181;980;0,0;10,0;326;92;96;138;87;166;73;298;583
2026-06-02;197;Liechtenstein;904;167;1113;4,0;-2,0;257;114;124;19;19;206;32;104;722
2026-06-02;198;Monaco;903;199;900;4,0;0,0;9;0;1;8;4;2;3;11;15
2026-06-02;199;Barbados;898;121;1243;-10,0;-59,0;375;168;132;75;117;162;96;492;616
2026-06-02;200;Antigua and Barbuda;894;145;1178;-3,0;-23,0;285;116;101;68;95;136;54;394;491
2026-06-02;201;Nepal;893;190;889;-10,0;-55,0;295;74;91;130;68;174;53;247;665
2026-06-02;202;Seychelles;853;182;987;2,0;2,0;190;51;58;81;26;131;33;144;425
2026-06-02;203;Cambodia;844;157;1058;3,0;7,0;316;80;93;143;71;200;45;361;816
2026-06-02;204;San Marino;836;195;917;1,0;-9,0;226;109;110;7;3;211;12;42;891
2026-06-02;204;Maldives;836;191;884;-1,0;-41,0;240;64;82;94;67;134;39;289;535
2026-06-02;204;Bonaire;836;150;1037;3,0;1,0;103;19;52;32;24;67;12;116;255
2026-06-02;207;Sri Lanka;827;161;932;6,0;90,0;284;70;89;125;57;177;50;274;692
2026-06-02;208;Taiwan;821;144;1169;-10,0;-93,0;339;96;109;134;96;191;52;465;788
2026-06-02;209;Pakistan;812;154;1101;0,0;-12,0;284;63;96;125;63;170;51;272;642
2026-06-02;210;Cayman Islands;805;183;1000;-2,0;-23,0;128;60;38;30;26;77;25;124;309
2026-06-02;211;Chagos Islands;782;211;783;0,0;0,0;4;0;0;4;1;2;1;8;10
2026-06-02;212;Tuvalu;756;204;745;0,0;0,0;34;0;4;30;9;21;4;47;182
2026-06-02;213;Sint Eustatius;737;213;753;0,0;0,0;11;3;8;0;5;2;4;33;30
2026-06-02;214;Laos;734;186;895;8,0;47,0;235;49;69;117;43;157;35;235;739
2026-06-02;215;Samoa;728;211;659;1,0;0,0;77;28;15;34;23;50;4;109;279
2026-06-02;216;British Virgin Islands;727;207;788;12,0;95,0;137;35;62;40;23;90;24;127;398
2026-06-02;216;Mongolia;727;190;842;-1,0;-2,0;101;22;38;41;21;69;11;100;286
2026-06-02;218;Saint Barthelemy;725;217;706;-1,0;0,0;10;7;3;0;4;5;1;25;29
2026-06-02;219;Guam;718;207;693;-1,0;5,0;130;25;43;62;31;86;13;167;581
2026-06-02;220;East Timor;714;226;630;5,0;56,0;91;5;47;39;12;72;7;83;284
2026-06-02;221;Wallis and Futuna;699;201;699;-2,0;0,0;24;0;5;19;5;19;0;23;109
2026-06-02;222;Vatican;692;218;697;-2,0;0,0;5;0;0;5;0;3;2;1;6
2026-06-02;223;Saba;691;223;675;-2,0;0,0;8;5;3;0;2;4;2;25;26
2026-06-02;224;Bahamas;685;190;871;-14,0;-107,0;90;30;32;28;17;62;11;90;291
2026-06-02;225;Saint Pierre and Miquelon;677;223;678;-2,0;0,0;7;0;0;7;0;7;0;2;78
2026-06-02;226;Turks and Caicos Islands;657;211;766;0,0;9,0;56;16;22;18;13;37;6;54;197
2026-06-02;227;Anguilla;646;224;556;4,0;27,0;117;31;50;36;16;87;14;74;413
2026-06-02;228;Bhutan;636;219;599;-1,0;-1,0;115;20;39;56;12;95;8;67;415
2026-06-02;229;Tibet;629;208;665;0,0;0,0;10;0;3;7;0;9;1;8;38
2026-06-02;230;US Virgin Islands;628;219;685;3,0;41,0;81;27;35;19;10;58;13;55;300
2026-06-02;231;Cook Islands;622;206;681;-1,0;0,0;56;4;14;38;13;39;4;50;276
2026-06-02;232;Brunei;592;201;777;-8,0;-73,0;152;30;42;80;27;112;13;119;488
2026-06-02;233;Macao;588;175;945;-1,0;-10,0;161;51;50;60;24;120;17;141;490
2026-06-02;234;Christmas Island;578;228;577;0,0;0,0;10;6;4;0;7;2;1;29;8
2026-06-02;235;Falkland Islands;571;229;585;0,0;0,0;4;0;1;3;0;4;0;0;25
2026-06-02;236;FS Micronesia;563;231;571;0,0;0,0;8;1;3;4;1;7;0;8;64
2026-06-02;237;Marshall Islands;559;237;559;;;2;0;0;2;0;2;0;2;7
2026-06-02;238;Kiribati;544;219;578;-1,0;0,0;11;0;2;9;0;10;1;7;126
2026-06-02;239;Tonga;520;213;651;-1,0;0,0;70;10;15;45;16;48;6;82;265
2026-06-02;240;Niue;496;225;496;-1,0;0,0;2;0;0;2;0;2;0;0;33
2026-06-02;241;Northern Mariana Islands;432;233;512;-1,0;0,0;36;7;11;18;5;28;3;43;153
2026-06-02;242;Cocos Islands;422;235;423;-1,0;0,0;10;4;6;0;2;7;1;8;29
2026-06-02;243;Palau;402;237;402;-1,0;0,0;2;2;0;0;0;2;0;3;27
2026-06-02;244;Eastern Samoa;369;226;467;-1,0;-19,0;59;0;15;44;5;52;2;36;385
